image_id,celeb_full_response,celeb_num,celeb_urls,celeb_name,celeb_id,celeb_face_data,celeb_face_conf,celeb_match_conf,celeb_metadata
250px_Barbra_Streisand_My_Name_is_Barbra_television_special_1965.JPG,"{'Urls': ['www.wikidata.org/wiki/Q4636', 'www.imdb.com/name/nm0000659'], 'Name': 'Barbra Streisand', 'Id': '1Fn0Qw8K', 'Face': {'BoundingBox': {'Width': 0.36907482147216797, 'Height': 0.35288766026496887, 'Left': 0.3362639844417572, 'Top': 0.21285226941108704}, 'Confidence': 99.99817657470703, 'Landmarks': [{'Type': 'mouthLeft', 'X': 0.4028511941432953, 'Y': 0.48726946115493774}, {'Type': 'eyeLeft', 'X': 0.3970445990562439, 'Y': 0.3538885712623596}, {'Type': 'nose', 'X': 0.4247661232948303, 'Y': 0.41081422567367554}, {'Type': 'eyeRight', 'X': 0.5530555248260498, 'Y': 0.3468934893608093}, {'Type': 'mouthRight', 'X': 0.532393753528595, 'Y': 0.4817095994949341}], 'Pose': {'Roll': -4.017908573150635, 'Yaw': -21.284343719482422, 'Pitch': 10.612520217895508}, 'Quality': {'Brightness': 79.58009338378906, 'Sharpness': 92.22801208496094}, 'Emotions': [{'Type': 'CALM', 'Confidence': 94.36213684082031}, {'Type': 'SAD', 'Confidence': 1.9285045862197876}, {'Type': 'HAPPY', 'Confidence': 1.2030528783798218}, {'Type': 'SURPRISED', 'Confidence': 0.7278980612754822}, {'Type': 'ANGRY', 'Confidence': 0.6978949904441833}, {'Type': 'CONFUSED', 'Confidence': 0.5619497299194336}, {'Type': 'DISGUSTED', 'Confidence': 0.3398958444595337}, {'Type': 'FEAR', 'Confidence': 0.17867055535316467}], 'Smile': {'Value': False, 'Confidence': 97.12611389160156}}, 'MatchConfidence': 99.97220611572266, 'KnownGender': {'Type': 'Female'}}",1,"['www.wikidata.org/wiki/Q4636', 'www.imdb.com/name/nm0000659']",Barbra Streisand,1Fn0Qw8K,"{'BoundingBox': {'Width': 0.36907482147216797, 'Height': 0.35288766026496887, 'Left': 0.3362639844417572, 'Top': 0.21285226941108704}, 'Confidence': 99.99817657470703, 'Landmarks': [{'Type': 'mouthLeft', 'X': 0.4028511941432953, 'Y': 0.48726946115493774}, {'Type': 'eyeLeft', 'X': 0.3970445990562439, 'Y': 0.3538885712623596}, {'Type': 'nose', 'X': 0.4247661232948303, 'Y': 0.41081422567367554}, {'Type': 'eyeRight', 'X': 0.5530555248260498, 'Y': 0.3468934893608093}, {'Type': 'mouthRight', 'X': 0.532393753528595, 'Y': 0.4817095994949341}], 'Pose': {'Roll': -4.017908573150635, 'Yaw': -21.284343719482422, 'Pitch': 10.612520217895508}, 'Quality': {'Brightness': 79.58009338378906, 'Sharpness': 92.22801208496094}, 'Emotions': [{'Type': 'CALM', 'Confidence': 94.36213684082031}, {'Type': 'SAD', 'Confidence': 1.9285045862197876}, {'Type': 'HAPPY', 'Confidence': 1.2030528783798218}, {'Type': 'SURPRISED', 'Confidence': 0.7278980612754822}, {'Type': 'ANGRY', 'Confidence': 0.6978949904441833}, {'Type': 'CONFUSED', 'Confidence': 0.5619497299194336}, {'Type': 'DISGUSTED', 'Confidence': 0.3398958444595337}, {'Type': 'FEAR', 'Confidence': 0.17867055535316467}], 'Smile': {'Value': False, 'Confidence': 97.12611389160156}}",99.99817657470703,99.97220611572266,"{'RequestId': '2f6ab9ce-32b2-4ba6-a7d5-586331ef9ffd', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2f6ab9ce-32b2-4ba6-a7d5-586331ef9ffd', 'content-type': 'application/x-amz-json-1.1', 'content-length': '1360', 'date': 'Sun, 13 Feb 2022 14:32:54 GMT'}, 'RetryAttempts': 0}"
